player,pitch,x,y,release_speed,release_spin
Corey Kluber,4-Seam Fastball,0.408330485,2.695240955,92.00886076,
Corey Kluber,Changeup,-0.408669486,2.23845552,84.92115385,
Corey Kluber,Curveball,0.746575512,1.758697529,82.85428571,
Corey Kluber,Cutter,0.692199881,2.502824171,88.07853107,
Corey Kluber,Sinker,0.185936752,2.518833027,91.34539877,
Corey Oswalt,4-Seam Fastball,0.015753647,2.47400851,91.62857143,
Corey Oswalt,Changeup,-0.712011935,1.706553967,84.952,
Corey Oswalt,Curveball,-0.027209287,1.789068024,80.08,
Corey Oswalt,Sinker,-0.901929972,2.425142314,91.32051282,
Corey Oswalt,Slider,1.012218423,1.23199947,85.25,
Cory Gearrin,4-Seam Fastball,0.019447393,2.387905558,90.99736842,
Cory Gearrin,Changeup,-0.307999196,1.688492155,85.32740741,
Cory Gearrin,Sinker,-0.26076487,2.071810034,91.26371951,
Cory Gearrin,Slider,0.475758842,2.02007213,85.22142857,
Craig Kimbrel,4-Seam Fastball,0.1391751,2.70532076,96.20199203,
Craig Kimbrel,Knuckle Curve,0.370457802,1.407124707,85.93412698,
Craig Stammen,4-Seam Fastball,0.204234198,2.62312159,91.775,
Craig Stammen,Changeup,-0.799415382,1.959622645,89.12222222,
Craig Stammen,Knuckle Curve,0.300511375,1.500732811,81.34210526,
Craig Stammen,Sinker,-0.052190876,2.116543018,92.77522523,
Craig Stammen,Slider,0.944448809,1.435420628,87.52588832,
Cy Sneed,2-Seam Fastball,-0.40395807,3.130320104,92.6,
Cy Sneed,4-Seam Fastball,-0.046573104,2.80094295,92.52206573,
Cy Sneed,Changeup,-0.393577865,1.975304313,79.615,
Cy Sneed,Curveball,0.082510218,1.408242064,79.195,
Cy Sneed,Cutter,0.387206863,2.66082616,91.18846154,
Cy Sneed,Slider,0.460017898,2.099930981,81.66666667,
DJ Johnson,4-Seam Fastball,0.024596442,2.464885262,93.24429967,
DJ Johnson,Changeup,0.991476618,1.107081458,83.9,
DJ Johnson,Curveball,0.179655543,1.527228377,82.49491525,
DJ Johnson,Cutter,0.887959455,2.444333588,91.75,
Dakota Hudson,4-Seam Fastball,0.201622776,2.707339744,93.89218329,
Dakota Hudson,Changeup,-0.557045118,1.641791412,88.092,
Dakota Hudson,Curveball,-0.159128846,1.812125649,81.89647887,
Dakota Hudson,Sinker,-0.388879095,2.315808655,93.54920635,
Dakota Hudson,Slider,0.651575134,1.714037823,87.44767123,
Dallas Keuchel,2-Seam Fastball,0.342447918,1.999067347,88.25601751,
Dallas Keuchel,4-Seam Fastball,-0.260692332,3.39563309,89.42604167,
Dallas Keuchel,Changeup,0.734576552,1.681301127,79.67380074,
Dallas Keuchel,Cutter,-0.845423446,2.512380487,86.13567568,
Dallas Keuchel,Slider,-0.371208592,1.347536617,78.4370892,
Dan Altavilla,4-Seam Fastball,0.20615045,2.399085492,96.56927711,
Dan Altavilla,Slider,0.740425332,1.706699996,87.8754386,
Dan Jennings,2-Seam Fastball,0.294127311,2.094856543,91.18169014,
Dan Jennings,4-Seam Fastball,-0.062236052,2.739020894,91.74,
Dan Jennings,Slider,-0.166957193,1.701215765,82.76896552,
Dan Otero,4-Seam Fastball,-0.037043534,3.469072191,88.558,
Dan Otero,Changeup,-0.149430017,1.568660787,82.22564103,
Dan Otero,Sinker,-0.277464949,2.063067395,89.10521739,
Dan Otero,Slider,0.415385241,1.805773153,78.90689655,
Dan Straily,2-Seam Fastball,0.101907483,2.637165092,91.35,
Dan Straily,4-Seam Fastball,-0.04224272,2.770388215,90.24543651,
Dan Straily,Changeup,-0.142677174,1.800424049,84.02060086,
Dan Straily,Curveball,0.195707563,2.335871815,76.08235294,
Dan Straily,Slider,0.179267342,2.062357479,83.57668394,
Dan Winkler,2-Seam Fastball,0.023980465,0.772796447,89.61,
Dan Winkler,4-Seam Fastball,0.121325123,2.451305188,92.09252336,
Dan Winkler,Curveball,0.469331532,1.750617843,83.276,
Dan Winkler,Cutter,0.493490123,2.675641314,90.42281879,
Daniel Descalso,Changeup,1.076469711,2.314075911,79.5,
Daniel Descalso,Curveball,-0.757803492,1.826913639,67.1,
Daniel Descalso,Slider,-0.300982586,2.231924416,77.91666667,
Daniel Hudson,2-Seam Fastball,-0.239531984,2.019818008,95.55054945,
Daniel Hudson,4-Seam Fastball,-0.091725648,2.688281482,96.15181818,
Daniel Hudson,Changeup,-0.478760103,2.165106433,88.61917808,
Daniel Hudson,Slider,0.58024627,1.856236224,86.68657244,
Daniel Mengden,2-Seam Fastball,-0.530911098,2.239037548,90.43192488,
Daniel Mengden,4-Seam Fastball,0.011952633,2.700830074,91.53846154,
Daniel Mengden,Changeup,-0.17955236,2.399177878,82.85086207,
Daniel Mengden,Curveball,-0.037837107,1.890565411,72.5,
Daniel Mengden,Cutter,0.35873957,2.265995437,86.00855263,
Daniel Mengden,Slider,0.577042603,2.132224177,83.43937008,
Daniel Norris,2-Seam Fastball,0.2306399,2.370558273,90.32578616,
Daniel Norris,4-Seam Fastball,0.09317305,2.699660403,90.78331762,
Daniel Norris,Changeup,0.355652414,1.783516899,85.728125,
Daniel Norris,Curveball,-0.306085032,1.422289123,75.78831169,
Daniel Norris,Slider,-0.390624588,1.708863902,84.30947955,
Daniel Ponce de Leon,4-Seam Fastball,-0.007114103,2.996144877,93.33596059,
Daniel Ponce de Leon,Changeup,-0.124183857,1.636146571,83.14285714,
Daniel Ponce de Leon,Curveball,0.123301976,2.645437308,77.88630137,
Daniel Ponce de Leon,Cutter,0.626516271,2.647176016,89.14869565,
Daniel Ponce de Leon,Slider,0.691366733,4.677759714,84.4,
Daniel Robertson,2-Seam Fastball,0.303787866,1.91227871,79.4,
Daniel Robertson,4-Seam Fastball,0.381846171,2.12951127,78.53333333,
Daniel Stumpf,4-Seam Fastball,-0.168575217,2.813658177,92.16286765,
Daniel Stumpf,Changeup,0.591592719,1.858296387,85.91346154,
Daniel Stumpf,Slider,-0.380352209,1.878907248,81.36060606,
Daniel Zamora,4-Seam Fastball,0.390959739,2.586569261,88.60789474,
Daniel Zamora,Changeup,0.979493913,1.614089073,84.15,
Daniel Zamora,Slider,-0.137264498,2.066524825,78.36909091,
Danny Duffy,2-Seam Fastball,0.432406552,2.562440857,92.14375,
Danny Duffy,4-Seam Fastball,-0.159656615,2.648565063,92.32981172,
Danny Duffy,Changeup,0.563643287,2.122801056,83.7686747,
Danny Duffy,Curveball,0.046711764,1.968514101,76.13846154,
Danny Duffy,Slider,-0.501886023,1.94325614,84.03831283,
Danny Hultzen,2-Seam Fastball,0.24436284,2.207002223,93.36,
Danny Hultzen,4-Seam Fastball,-0.391190038,2.413479231,93.03214286,
Danny Hultzen,Changeup,0.414317763,2.205635037,82.5,
Danny Hultzen,Slider,-0.357070743,2.102290663,80.135,
Danny Salazar,4-Seam Fastball,0.408012263,2.621717312,86.45238095,
Danny Salazar,Changeup,0.129867814,1.908442836,79.36666667,
Danny Salazar,Curveball,-0.2538865,2.130383633,70.6,
Danny Salazar,Slider,0.367888698,2.358113815,78.46428571,
Dario Agrazal,4-Seam Fastball,0.583249372,2.603232705,90.83286713,
Dario Agrazal,Changeup,-0.364457412,1.873212898,85.64480519,
Dario Agrazal,Sinker,-0.266041535,2.296458045,91.14479495,
Dario Agrazal,Slider,0.612779719,1.890076674,83.01751152,
Darren O'Day,4-Seam Fastball,0.382324273,3.138635031,86.859375,
Darren O'Day,Sinker,-0.026424382,2.17413587,86.30909091,
Darren O'Day,Slider,0.500933358,2.123379663,78.98285714,
Darwinzon Hernandez,2-Seam Fastball,1.518686234,3.648602592,97.65,
Darwinzon Hernandez,4-Seam Fastball,-0.163271836,2.554829088,95.45218254,
Darwinzon Hernandez,Curveball,-1.19280156,1.957178994,75.975,
Darwinzon Hernandez,Slider,-0.031247252,2.054481221,82.72807018,
David Bednar,4-Seam Fastball,-0.007452708,2.385734222,95.32682927,
David Bednar,Curveball,0.247530044,2.324043887,76.82954545,
David Bednar,Cutter,-0.168534935,4.216809239,93.15,
David Bednar,Split Finger,-0.459153066,2.217845841,88.06911765,
David Carpenter,4-Seam Fastball,0.491641279,2.370010797,93.3725,
David Carpenter,Changeup,-1.275020935,2.590775485,87.83333333,
David Carpenter,Slider,0.532689574,1.829441141,84.36153846,
David Hale,2-Seam Fastball,-0.66158696,2.174599142,93.00909091,
David Hale,4-Seam Fastball,0.083661808,2.468375688,93.67624309,
David Hale,Changeup,-0.458098195,1.517043942,82.1547619,
David Hale,Curveball,0.64170371,1.433330782,82.09174312,
David Hernandez,2-Seam Fastball,0.044780136,2.533174103,93.39578947,
David Hernandez,4-Seam Fastball,0.271516822,2.816815771,93.60747664,
David Hernandez,Changeup,0.354601996,2.179243027,88,
David Hernandez,Curveball,0.060825957,2.004437798,81.992,
David Hernandez,Cutter,0.755491817,1.866595321,85.90286885,
David Hess,2-Seam Fastball,-0.764747985,2.232676075,92.45853659,
David Hess,4-Seam Fastball,0.065185386,2.732731421,92.98298429,
David Hess,Changeup,-0.311903899,1.699676893,85.50479042,
David Hess,Curveball,-0.272507743,1.831909727,77.30923077,
David Hess,Slider,0.476432366,1.699451598,83.40056818,
David McKay,Curveball,0.338564559,2.00816833,78.37659574,
David McKay,Sinker,0.186901659,2.553159149,93.84075235,
David Phelps,2-Seam Fastball,-0.038876955,2.529513096,92.58648649,
David Phelps,4-Seam Fastball,0.373940362,3.001566061,92.71779141,
David Phelps,Changeup,0.186514859,2.382674341,86.4,
David Phelps,Cutter,0.355571576,2.262574087,89.50324324,
David Phelps,Knuckle Curve,0.572690215,1.59642413,80.10168539,
David Price,2-Seam Fastball,0.115757738,2.443058549,91.93340164,
David Price,4-Seam Fastball,0.151486131,2.573238666,91.86953125,
David Price,Changeup,0.339371229,1.818317517,84.13346856,
David Price,Cutter,0.392525181,2.31736894,88.54192547,
David Price,Knuckle Curve,-0.72595808,1.394258192,80.44347826,
David Robertson,4-Seam Fastball,-0.71014868,1.925289778,92.25,
David Robertson,Cutter,-0.072041654,2.020637662,91.69722222,
David Robertson,Knuckle Curve,-0.08709485,1.449040997,83.22666667,
David Robertson,Slider,0.306005858,1.461934682,84.60714286,
Dellin Betances,4-Seam Fastball,-0.16685907,1.76390902,94.42,
Dellin Betances,Knuckle Curve,-0.268292394,1.499432765,83.4,
Dellin Betances,Slider,0.149689145,1.727769444,84.3,
Dennis Santana,2-Seam Fastball,-0.303234308,1.913922991,92.60508475,
Dennis Santana,Changeup,-0.547947405,1.587763011,83.91333333,
Dennis Santana,Slider,0.502627185,1.55464587,80.70333333,
Deolis Guerra,4-Seam Fastball,-0.2804226,2.58326485,91.91666667,
Deolis Guerra,Changeup,-0.553233245,1.580028099,83.77777778,
Deolis Guerra,Slider,0.465785955,2.535290294,86.8,
Dereck Rodriguez,2-Seam Fastball,-0.447684681,2.281382571,89.92189781,
Dereck Rodriguez,4-Seam Fastball,0.058331023,2.753618473,90.69492537,
Dereck Rodriguez,Changeup,-0.173761681,2.11388899,84.46453488,
Dereck Rodriguez,Curveball,0.236015753,1.76895366,75.62135231,
Dereck Rodriguez,Cutter,0.510014087,2.100687124,86.56551724,
Derek Holland,Changeup,-0.181149078,1.7092767,83.85,
Derek Holland,Knuckle Curve,-0.166503126,2.24324301,77.6984127,
Derek Holland,Sinker,-0.144495786,2.574469929,92.34792123,
Derek Holland,Slider,-0.707521228,1.723188361,81.09587156,
Derek Law,4-Seam Fastball,0.019712697,2.724244538,94.0326484,
Derek Law,Changeup,-0.33267979,2.063276763,85.81818182,
Derek Law,Curveball,-0.004120908,1.861384087,76.75907173,
Derek Law,Slider,0.476711908,1.667115873,84.74642857,
Devin Smeltzer,4-Seam Fastball,-0.043580948,2.517212353,89.06785714,
Devin Smeltzer,Changeup,0.371369867,2.019396559,82.79197861,
Devin Smeltzer,Curveball,-0.385902328,1.819926328,76.84413408,
Devin Smeltzer,Slider,-0.662706889,1.877979614,82.82666667,
Devin Williams,2-Seam Fastball,0.370620639,2.716719432,96.02929293,
Devin Williams,4-Seam Fastball,0.407978114,2.648702022,96.36785714,
Devin Williams,Changeup,-0.005320473,1.878887929,85.87849462,
Devin Williams,Cutter,1.520640989,1.048559679,91.475,
Devin Williams,Slider,1.166848632,2.378278557,87.75,
Diego Castillo,4-Seam Fastball,0.055573982,2.774738585,98.39047619,
Diego Castillo,Sinker,-0.28577268,2.481836047,98.20778443,
Diego Castillo,Slider,0.324116827,1.91585963,88.69965278,
Dillon Maples,2-Seam Fastball,-0.137649205,2.282236853,96.81818182,
Dillon Maples,4-Seam Fastball,0.058293976,2.43864722,96.73382353,
Dillon Maples,Curveball,-0.188318414,2.541985278,84.81176471,
Dillon Maples,Slider,0.136934972,2.143126957,89.47801418,
Dillon Peters,2-Seam Fastball,0.642530292,2.349873824,91.0328125,
Dillon Peters,4-Seam Fastball,0.111902655,2.799031662,91.00986159,
Dillon Peters,Changeup,0.520181631,1.967774931,84.02097378,
Dillon Peters,Curveball,-0.315017418,1.757238003,76.74761905,
Dillon Peters,Slider,-0.700742683,1.438552011,82.86,
Dillon Tate,4-Seam Fastball,0.417185188,2.338923519,93.63125,
Dillon Tate,Changeup,-0.145181923,1.720334309,84.69852941,
Dillon Tate,Curveball,0.094731986,2.239186862,84.0452381,
Dillon Tate,Sinker,-0.155143469,2.205432275,93.64309392,
Dillon Tate,Slider,0.485441691,1.820784286,85.08604651,
Dinelson Lamet,2-Seam Fastball,-0.201042638,2.560232282,96.25844156,
Dinelson Lamet,4-Seam Fastball,0.184411871,2.732754678,95.88280543,
Dinelson Lamet,Changeup,-0.288877498,1.906004082,92.18421053,
Dinelson Lamet,Curveball,0.594351776,2.046832782,85.46333333,
Dinelson Lamet,Slider,0.602305663,1.896481727,86.216,
Domingo German,2-Seam Fastball,-0.288165883,2.116647995,93.97627119,
Domingo German,4-Seam Fastball,-0.059227814,2.790415221,93.39093264,
Domingo German,Changeup,-0.496157312,1.981651889,87.02997658,
Domingo German,Curveball,0.381131339,1.864182901,81.69642857,
Dominic Leone,2-Seam Fastball,-0.699789905,2.284524989,93.25616438,
Dominic Leone,4-Seam Fastball,0.121202075,2.632214108,94.32024291,
Dominic Leone,Changeup,-0.992247822,1.871073698,88.14444444,
Dominic Leone,Cutter,0.635760103,1.793961203,89.65042017,
Dominic Leone,Slider,0.170847607,1.337253349,83.74375,
Donnie Hart,Changeup,1.111451035,2.126469314,80.54285714,
Donnie Hart,Sinker,0.695816462,2.345387977,86.821875,
Donnie Hart,Slider,-0.663701465,2.066923352,76.75769231,
Dovydas Neverauskas,4-Seam Fastball,-0.217287757,2.702612129,95.8,
Dovydas Neverauskas,Changeup,-0.987867765,1.820541073,91.3,
Dovydas Neverauskas,Curveball,0.261066815,1.996968307,84.23913043,
Dovydas Neverauskas,Cutter,0.281158175,2.299311306,91.82954545,
Drew Anderson,2-Seam Fastball,-0.674503037,2.543000599,92.21666667,
Drew Anderson,4-Seam Fastball,0.287452327,3.155259652,92.06666667,
Drew Anderson,Changeup,-1.114062627,2.736732843,85.05,
Drew Anderson,Curveball,0.478130343,1.147133634,75.4,
Drew Anderson,Cutter,0.556763288,3.039442876,89.05454545,
Drew Gagnon,4-Seam Fastball,0.061314693,2.555776727,92.05917431,
Drew Gagnon,Changeup,0.101309604,1.917530963,82.14108527,
Drew Gagnon,Curveball,0.40514446,2.029163915,79.07692308,
Drew Gagnon,Slider,0.734865108,1.853880834,84.39333333,
Drew Pomeranz,2-Seam Fastball,0.538590793,2.469871962,91.31282051,
Drew Pomeranz,4-Seam Fastball,0.071215574,2.873380828,92.84921722,
Drew Pomeranz,Changeup,0.766538693,2.080363484,85.57096774,
Drew Pomeranz,Cutter,-0.741225736,2.290277509,87.95221239,
Drew Pomeranz,Knuckle Curve,-0.418296501,2.045677138,81.17790323,
Drew Smyly,4-Seam Fastball,0.094670664,2.629797879,91.2181998,
Drew Smyly,Changeup,0.651622751,2.276470724,82.285,
Drew Smyly,Curveball,0.091644559,1.603133462,77.40257235,
Drew Smyly,Cutter,-0.507284947,2.023502593,86.68312343,
Drew Steckenrider,4-Seam Fastball,-0.22426141,2.605018905,94.72517007,
Drew Steckenrider,Curveball,0.290973701,1.265765698,82.61777778,
Drew VerHagen,2-Seam Fastball,-0.149363472,2.318499235,92.94074074,
Drew VerHagen,4-Seam Fastball,0.280161571,2.758569399,93.81680672,
Drew VerHagen,Changeup,-1.024247936,3.230942924,89.08333333,
Drew VerHagen,Curveball,0.00060669,2.037692491,78.45225806,
Drew VerHagen,Slider,0.324845268,1.929758621,84.81707317,
Duane Underwood Jr.,2-Seam Fastball,-0.526337102,2.512974227,92.85,
Duane Underwood Jr.,4-Seam Fastball,0.017452501,2.670703806,94.84830508,
Duane Underwood Jr.,Changeup,-0.094759505,1.712529747,88.31346154,
Duane Underwood Jr.,Curveball,0.48244733,1.669539627,82.04375,
Dustin May,4-Seam Fastball,0.231753721,3.201038409,95.67105263,
Dustin May,Changeup,-0.401532914,2.055020228,86.33333333,
Dustin May,Curveball,0.346814573,2.031425877,83.01666667,
Dustin May,Cutter,0.474566729,2.503669835,90.77045455,
Dustin May,Sinker,-0.286370304,2.231849967,96.03881119,
Dylan Bundy,2-Seam Fastball,-0.621076464,2.500212865,91.33253589,
Dylan Bundy,4-Seam Fastball,0.040650199,2.81363505,91.1426146,
Dylan Bundy,Changeup,-0.567678973,1.872821916,83.44430642,
Dylan Bundy,Curveball,-0.232967841,1.883168609,74.8192029,
Dylan Bundy,Slider,0.513026109,1.794488244,81.07072785,
Dylan Cease,2-Seam Fastball,-0.135749448,2.920992091,96.3122807,
Dylan Cease,4-Seam Fastball,0.263717408,3.081200067,96.50526316,
Dylan Cease,Changeup,-0.174167956,2.22170691,83.14262295,
Dylan Cease,Curveball,-0.002835396,1.828925619,79.52529644,
Dylan Cease,Slider,0.3665992,1.913773929,84.6513986,
Dylan Covey,2-Seam Fastball,-0.249911639,2.356622904,94.45276243,
Dylan Covey,4-Seam Fastball,-0.046292142,2.891932607,94.26081081,
Dylan Covey,Changeup,0.111330962,1.797500204,85.74324324,
Dylan Covey,Curveball,0.302507172,2.222808363,82.02626263,
Dylan Covey,Cutter,0.502205516,2.041850033,90.89189189,
Dylan Covey,Slider,0.896843559,1.466075322,83.36666667,
Dylan Floro,4-Seam Fastball,-0.328380144,3.05856011,94.03333333,
Dylan Floro,Changeup,-0.205086829,1.399929249,87.15357143,
Dylan Floro,Sinker,-0.49237281,2.213184637,93.67988338,
Dylan Floro,Slider,0.719966032,1.811184078,87.87019231,
Dylan Moore,Curveball,0.345677242,2.788171299,70.50285714,
Edgar Garcia,2-Seam Fastball,-0.724545873,1.96033924,94.33877551,
Edgar Garcia,4-Seam Fastball,0.102685325,2.295763391,93.7681672,
Edgar Garcia,Changeup,0.007844454,0.867786397,89.10909091,
Edgar Garcia,Slider,0.183945302,1.570639936,87.11534091,
Edinson Volquez,4-Seam Fastball,1.455666333,2.800056375,93.9,
Edinson Volquez,Changeup,0.021818223,1.864242834,83.06146789,
Edinson Volquez,Knuckle Curve,0.204072012,2.211659258,80.81521739,
Edinson Volquez,Sinker,-0.191728596,2.271475822,93.35390071,
Eduardo Jimenez,2-Seam Fastball,-0.237619049,2.232018433,93.15263158,
Eduardo Jimenez,4-Seam Fastball,0.012690418,2.439910717,93.38863636,
Eduardo Jimenez,Changeup,-0.575598818,1.688805859,86.74545455,
Eduardo Jimenez,Slider,0.234151381,1.835678637,84.25774648,
Eduardo Nunez,Changeup,0.545884819,2.97026494,82.87142857,
Eduardo Nunez,Curveball,0.65812179,2.19847683,67.24285714,
Eduardo Rodriguez,2-Seam Fastball,0.043088556,2.512813909,92.94242424,
Eduardo Rodriguez,4-Seam Fastball,0.018838094,2.859168362,92.99172414,
Eduardo Rodriguez,Changeup,0.773434361,1.666295824,87.63468635,
Eduardo Rodriguez,Curveball,-0.113787907,1.580804617,82.36936937,
Eduardo Rodriguez,Cutter,-0.136560004,2.244311311,88.45869565,
Eduardo Rodriguez,Slider,0.261731551,1.962883804,84.71830986,
Edubray Ramos,4-Seam Fastball,0.175173366,2.541824424,91.50480769,
Edubray Ramos,Changeup,-0.304924721,1.530388593,89.05384615,
Edubray Ramos,Slider,0.279653218,1.80369249,80.84,
Edwin Diaz,4-Seam Fastball,-0.2510347,2.73399102,97.43583569,
Edwin Diaz,Sinker,-1.76807109,2.041134572,95.86666667,
Edwin Diaz,Slider,0.433314429,1.853367122,89.4523416,
Edwin Jackson,2-Seam Fastball,-0.804852182,2.019750957,93.69945355,
Edwin Jackson,4-Seam Fastball,-0.167822587,2.484053719,93.4754902,
Edwin Jackson,Changeup,-0.42251631,1.761713435,86.97171717,
Edwin Jackson,Curveball,-0.194972252,1.660000507,77.93055556,
Edwin Jackson,Cutter,0.264047897,2.39801463,91.57333333,
Edwin Jackson,Slider,0.132451224,1.798726078,85.70876133,
Ehire Adrianza,Changeup,0.217521618,3.331508847,83.9,
Ehire Adrianza,Curveball,0.025075543,2.739516724,66.08888889,
Ehire Adrianza,Slider,0.439082615,1.970431746,82.3,
Elieser Hernandez,2-Seam Fastball,-0.200998947,2.53048096,89.292,
Elieser Hernandez,4-Seam Fastball,-0.071679767,2.813489159,90.59443726,
Elieser Hernandez,Changeup,-0.451440162,2.13337084,82.15853659,
Elieser Hernandez,Slider,0.319237823,2.122830049,78.49354167,
Elvis Luciano,4-Seam Fastball,-0.266290863,2.446706679,94.07236467,
Elvis Luciano,Changeup,-0.368602836,1.51184321,87.77704918,
Elvis Luciano,Slider,0.312162846,1.533761174,84.35925926,
Emilio Pagan,4-Seam Fastball,-0.047550719,2.841346138,95.48139183,
Emilio Pagan,Curveball,0.128769261,1.245806862,80.25,
Emilio Pagan,Cutter,0.302525553,1.725535702,87.52984694,
Emmanuel Clase,4-Seam Fastball,-0.224499304,2.642175301,99.45789474,
Emmanuel Clase,Cutter,0.189960261,2.524983097,99.22371542,
Emmanuel Clase,Slider,-0.214351873,1.951849565,90.48082192,
Enderson Franco,2-Seam Fastball,-0.176209385,2.158156793,94.18888889,
Enderson Franco,4-Seam Fastball,0.0552893,2.644130839,96.1175,
Enderson Franco,Changeup,-0.229940516,1.656689983,85.97037037,
Enderson Franco,Slider,0.139386757,1.978629914,87.025,
Enyel De Los Santos,4-Seam Fastball,-0.312320792,2.644721319,93.27378641,
Enyel De Los Santos,Changeup,-0.542401574,2.151991268,85.71764706,
Enyel De Los Santos,Curveball,0.02035698,2.86806064,78.83333333,
Enyel De Los Santos,Slider,0.332050767,2.148024245,82.29393939,
Erasmo Ramirez,2-Seam Fastball,-0.116618526,2.303821282,90.15,
Erasmo Ramirez,4-Seam Fastball,1.056506016,3.675105632,91.4,
Erasmo Ramirez,Changeup,-0.265810408,1.588092284,82.82,
Erasmo Ramirez,Curveball,0.213320975,1.608951625,78,
Erasmo Ramirez,Cutter,0.472570439,1.857048099,86.675,
Eric Lauer,4-Seam Fastball,-0.041606798,2.717049561,91.8289039,
Eric Lauer,Changeup,0.361793975,1.759979469,85.90888889,
Eric Lauer,Curveball,-0.036164178,2.064950084,77.07238372,
Eric Lauer,Cutter,-0.312312528,2.234800913,88.02018519,
Eric Lauer,Slider,-0.429297822,1.815188898,81.55522388,
Eric Skoglund,2-Seam Fastball,0.216800945,2.226484082,89.59493671,
Eric Skoglund,4-Seam Fastball,-0.279800799,2.302377213,89.78461538,
Eric Skoglund,Changeup,0.063065675,1.981098148,84.05797101,
Eric Skoglund,Curveball,-0.486899672,1.868323002,78.7989011,
Eric Yardley,4-Seam Fastball,-0.686852614,1.885129582,86.3,
Eric Yardley,Curveball,0.051495927,2.201502897,72.14237288,
Eric Yardley,Sinker,-0.197461412,1.74841818,86.12561983,
Erick Fedde,4-Seam Fastball,-0.122622812,2.387047083,92.27430168,
Erick Fedde,Curveball,0.215746755,1.722081606,79.24588235,
Erick Fedde,Cutter,0.62110351,1.812638537,87.22521739,
Erick Fedde,Sinker,-0.236941573,2.193493089,92.27443609,
Erick Fedde,Split Finger,-0.776357884,1.759395796,85.2978022,
Erik Swanson,4-Seam Fastball,0.06237653,2.838570047,92.66499239,
Erik Swanson,Changeup,-0.330843978,2.290420049,85.75352113,
Erik Swanson,Slider,0.440673607,2.154249279,85.34035088,
Ervin Santana,2-Seam Fastball,-0.108581457,2.677527165,90.1,
Ervin Santana,4-Seam Fastball,0.074187977,2.716163267,90.04951456,
Ervin Santana,Changeup,-0.286024904,2.871780833,83.42,
Ervin Santana,Slider,0.273026903,1.583601771,82.2,
Evan Marshall,4-Seam Fastball,0.636455321,2.708012533,93.66666667,
Evan Marshall,Changeup,-0.565504306,1.62931262,87.61926606,
Evan Marshall,Curveball,0.219464016,1.95754525,83.1971223,
Evan Marshall,Sinker,-0.738558753,1.979537694,93.43583815,
Evan Phillips,2-Seam Fastball,-0.689752428,2.850647166,94.12,
Evan Phillips,4-Seam Fastball,-0.120343024,2.456986326,94.09578652,
Evan Phillips,Changeup,-0.517846659,1.727923584,85.62093023,
Evan Phillips,Slider,0.427124014,1.594864228,84.64324324,
Felipe Vazquez,2-Seam Fastball,0.370300055,2.176382368,97.65625,
Felipe Vazquez,4-Seam Fastball,0.101918989,2.671242551,98.45975395,
Felipe Vazquez,Changeup,0.189716985,1.923702508,88.53506494,
Felipe Vazquez,Curveball,-0.047705953,2.081999002,82.51176471,
Felipe Vazquez,Slider,-0.321997037,2.171205371,86.83125,
Felix Hernandez,4-Seam Fastball,0.423199271,2.324140965,89.92747253,
Felix Hernandez,Changeup,-0.276284923,2.028107779,84.65888325,
Felix Hernandez,Curveball,0.152421356,2.13252281,79.33060748,
Felix Hernandez,Sinker,-0.217091166,2.284121398,89.44117647,
Felix Hernandez,Slider,0.816174999,1.689528695,83.79082569,
Felix Pena,2-Seam Fastball,-0.132057927,2.55432892,91.54407989,
Felix Pena,4-Seam Fastball,0.191117088,3.001481212,91.18,
Felix Pena,Changeup,0.001244064,1.787222143,83.91166667,
Felix Pena,Slider,0.326125436,1.624497327,82.50694669,
Fernando Abad,2-Seam Fastball,-0.044120864,2.224641336,93.20103093,
Fernando Abad,4-Seam Fastball,-1.290267334,2.107739218,93.1,
Fernando Abad,Changeup,0.588656719,2.036289971,75.99166667,
Fernando Abad,Knuckle Curve,-0.47379033,1.627224047,78.7375,
Fernando Rodney,2-Seam Fastball,-0.25453212,2.373509508,93.55310174,
Fernando Rodney,4-Seam Fastball,0.343675165,2.404633891,94.36857143,
Fernando Rodney,Changeup,-0.501363542,1.786866291,82.95632653,
Fernando Rodney,Slider,0.630717701,1.66030683,86.25714286,
Fernando Romero,2-Seam Fastball,-0.096161775,2.482051783,97.08181818,
Fernando Romero,4-Seam Fastball,0.242604002,2.715597927,96.6,
Fernando Romero,Changeup,-0.06218764,1.966480862,92.225,
Fernando Romero,Slider,0.150926373,1.901693086,87.295,
Fernando Salas,4-Seam Fastball,-0.016374418,2.774056373,89.9516129,
Fernando Salas,Changeup,-0.696227147,1.800384516,84.41363636,
Fernando Salas,Knuckle Curve,0.230932223,0.959321793,80.68571429,
Fernando Salas,Slider,0.188753686,2.15578337,87.5,
Framber Valdez,2-Seam Fastball,0.171558649,2.228039021,92.59049587,
Framber Valdez,4-Seam Fastball,-0.383317969,2.773778029,94.16350711,
Framber Valdez,Changeup,0.246609771,2.109821526,88.61282051,
Framber Valdez,Curveball,-0.362244996,1.674902274,79.35771144,
Francisco Liriano,2-Seam Fastball,-0.110708942,2.668612659,93.03090452,
Francisco Liriano,4-Seam Fastball,-0.277081179,2.49290791,92.7625,
Francisco Liriano,Changeup,0.496470395,1.963389542,86.96271186,
Francisco Liriano,Slider,-0.492540789,1.930444719,86.9752907,
Frankie Montas,2-Seam Fastball,-0.334332811,2.348417568,96.38053097,
